mode,slack,strictly_positive
6407,1033591880737465640571936227/198590100840000000000000000000000,true
6410,44007904034190159251981/6895489612500000000000000000,true
6413,2334990621061/496475252100000000,true
6416,38635241495443500732149081/4596993075000000000000000000000,true
6419,188767393875311399474797/15514851628125000000000000000,true
6422,90045754091/41372937675000000,true
6425,46714175240201793628849824121/992950504200000000000000000000000,true
6428,4132047017797087382609/620594065125000000000000000,true
6431,10983532447/3309835014000000,true
6434,4565985544329524686751464853/992950504200000000000000000000000,true
6437,23532417075544913563949/4137293767500000000000000000,true
6440,129079289383/49647525210000000,true
6443,123491435228180018267805419/7757425814062500000000000000000,true
6446,21566215974321428758181/2068646883750000000000000000,true
6449,552645264199/99295050420000000,true
6452,19815594538556261659413984659/2482376260500000000000000000000000,true
6455,52354277518197081582211/3878712907031250000000000000,true
6458,829256413957/248237626050000000,true
6461,1286524762273385155339170409/248237626050000000000000000000000,true
6464,209054892301896347561311/41372937675000000000000000000,true
6467,201731686127/99295050420000000,true
6470,162445302993258268065390084239/4964752521000000000000000000000000,true
6473,104509033930984377192017/6895489612500000000000000000,true
6476,968065940903/496475252100000000,true
6479,127956803027128801353578476897/4964752521000000000000000000000000,true
6482,30479230826672027386291/3102970325625000000000000000,true
6485,41692719227/6895489612500000,true
6488,2160429080763173632098323093/310297032562500000000000000000000,true
6491,338276305945975852955033/41372937675000000000000000000,true
6494,415865132503/124118813025000000,true
6497,1013336964076490586574765511/124118813025000000000000000000000,true
6500,1215849686086454741699867/41372937675000000000000000000,true
6503,51607873667/31029703256250000,true
6506,95846531246003590779182343557/4964752521000000000000000000000000,true
6509,197847722365894521941783/31029703256250000000000000000,true
6512,351343956587/82745875350000000,true
6515,3266493905739553623319613843/827458753500000000000000000000000,true
6518,227838940041606909231307/41372937675000000000000000000,true
6521,697820497637/248237626050000000,true
6524,2103102543559854768777293489/137909792250000000000000000000000,true
6527,144079036508502001201711/7757425814062500000000000000,true
6530,909764140339/496475252100000000,true
6533,20722793943994465458057412163/2482376260500000000000000000000000,true
6536,2035910278070505807526757/124118813025000000000000000000,true
6539,2425696399427/496475252100000000,true
6542,132488749419993085831604283/30646620500000000000000000000000,true
6545,4569256119649747980693/766165512500000000000000000,true
6548,1019517885671/496475252100000000,true
6551,114307373883005239510651125439/4964752521000000000000000000000000,true
6554,590378882847523112491/36775944600000000000000000,true
6557,954260526419/496475252100000000,true
6560,27807177446392869815813690887/827458753500000000000000000000000,true
6563,259767550625141625572449/31029703256250000000000000000,true
6566,241545005639/62059406512500000,true
6569,31641441789226397110900650857/4964752521000000000000000000000000,true
6572,341400573236849880574157/62059406512500000000000000000,true
6575,2826870073/1034323441875000,true
6578,1051131476142758878345744397/124118813025000000000000000000000,true
6581,374649528143786772002441/31029703256250000000000000000,true
6584,986958228503/496475252100000000,true
6587,3687929429007121019644300567/310297032562500000000000000000000,true
6590,50675356957242289845137/7757425814062500000000000000,true
6593,382408046167/124118813025000000,true
6596,3157523280465147617912903197/827458753500000000000000000000000,true
6599,87460758425482036962079/12411881302500000000000000000,true
6602,1404122821639/496475252100000000,true
6605,52957049455151097785646371113/4964752521000000000000000000000000,true
6608,25448362967147021061341/2482376260500000000000000000,true
6611,172547105981/82745875350000000,true
6614,28082251523144335159573594007/4964752521000000000000000000000000,true
6617,1052436254285661408115423/124118813025000000000000000000,true
6620,540117405029/124118813025000000,true
6623,10318572087620259943784381167/1654917507000000000000000000000000,true
6626,254705354508856311732839/41372937675000000000000000000,true
6629,1194687919249/496475252100000000,true
6632,69915683119975089199649723821/4964752521000000000000000000000000,true
6635,7198586469312791035633/766165512500000000000000000,true
6638,218487041849/62059406512500000,true
6641,40490429775458395716512474513/4964752521000000000000000000000000,true
6644,17666283539582292210067/2758195845000000000000000000,true
6647,418566920609/99295050420000000,true
6650,17591098377939174247430426561/2482376260500000000000000000000000,true
6653,764325250827710787957341/124118813025000000000000000000,true
6656,182262389957/31029703256250000,true
6659,5680964204305730147211498689/620594065125000000000000000000000,true
6662,639262104363528943432637/41372937675000000000000000000,true
6665,240571958689/99295050420000000,true
6668,18923285485321456305245517247/992950504200000000000000000000000,true
6671,136000903660234233225929/24823762605000000000000000000,true
6674,1303348923149/496475252100000000,true
6677,23505318657922852841866644637/4964752521000000000000000000000000,true
6680,178136608321766230990291/24823762605000000000000000000,true
6683,2039476732421/496475252100000000,true
6686,445480350279710733809698127/41372937675000000000000000000000,true
6689,74268255282146813817359/7757425814062500000000000000,true
6692,180348960851/55163916900000000,true
6695,5769180064919689851087375359/620594065125000000000000000000000,true
6698,942086188463690755507523/41372937675000000000000000000,true
6701,1242513596651/496475252100000000,true
6704,34361067477627527940017765581/4964752521000000000000000000000000,true
6707,67062064223349238800797/13790979225000000000000000000,true
6710,52824383257/24823762605000000,true
6713,82010532553976140656029701117/4964752521000000000000000000000000,true
6716,409787803042548747931051/20686468837500000000000000000,true
6719,9057854501/5516391690000000,true
6722,3664053788792913750018083879/124118813025000000000000000000000,true
6725,1090293089520330054939733/124118813025000000000000000000,true
6728,8358018907/646452151171875,true
6731,12047224136058546659245716709/2482376260500000000000000000000000,true
6734,753140940336357001046767/124118813025000000000000000000,true
6737,157988147321/55163916900000000,true
6740,37905786918214238066518260727/4964752521000000000000000000000000,true
6743,4138341201635924855735513/124118813025000000000000000000,true
6746,493767495769/248237626050000000,true
6749,6462445024980746876616593663/413729376750000000000000000000000,true
6752,131546067224641929106331/24823762605000000000000000000,true
6755,8027610097/2298496537500000,true
6758,67291948469057954784312953/11492482687500000000000000000000,true
6761,44597199712655330160911/6895489612500000000000000000,true
6764,538295457499/248237626050000000,true
6767,15503134016098119246378965941/413729376750000000000000000000000,true
6770,1089233323098504700953869/124118813025000000000000000000,true
6773,12105841573/6619670028000000,true
6776,16313274830272680429373815677/1654917507000000000000000000000000,true
6779,160063234452162376876327/15514851628125000000000000000,true
6782,122710187699/31029703256250000,true
6785,23504559837689482250949527761/4964752521000000000000000000000000,true
6788,329355853308123175945997/41372937675000000000000000000,true
6791,4711083821/2758195845000000,true
6794,113515106941783735560533788553/4964752521000000000000000000000000,true
6797,837123630636113633486189/62059406512500000000000000000,true
6800,57600486289/24823762605000000,true
6803,79359499358360968325386932317/2482376260500000000000000000000000,true
6806,976874323413083115095527/124118813025000000000000000000,true
6809,3344137703629/496475252100000000,true
6812,28580746561050453182475697789/2482376260500000000000000000000000,true
6815,733023482415664853227333/124118813025000000000000000000,true
6818,925235371729/248237626050000000,true
6821,2550155718242346326844189793/310297032562500000000000000000000,true
6824,64257260069084984885537/3447744806250000000000000000,true
6827,199870038103/82745875350000000,true
6830,11138982922531678467675906677/992950504200000000000000000000000,true
6833,927446824984312142593307/124118813025000000000000000000,true
6836,947692983523/248237626050000000,true
6839,238028452015432848926494663/66196700280000000000000000000000,true
6842,466603344501399792649327/62059406512500000000000000000,true
6845,3483133291/1292904302343750,true
6848,42661245656704471160903381269/4964752521000000000000000000000000,true
6851,1050763190518179404498441/124118813025000000000000000000,true
6854,28138180001/13790979225000000,true
6857,538348338683085095351312573/68954896125000000000000000000000,true
6860,135638234752428081438293/13790979225000000000000000000,true
6863,1417921161371/248237626050000000,true
6866,4880647506790267584793499519/992950504200000000000000000000000,true
6869,84665593635781759455793/7757425814062500000000000000,true
6872,63087902137/33098350140000000,true
6875,12310247805931634101882338659/992950504200000000000000000000000,true
6878,851788571122486589574629/62059406512500000000000000000,true
